,No_Of_Rooms,locality,lease_type,gym,lift,swimming_pool,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,water_supply,building_type,balconies,rent,true_count
146,BHK1,BTM Layout 1st Stage,ANYONE,1,0,0,1,NOT_FURNISHED,FOUR_WHEELER,450,9.0,1.0,E,0.0,1.0,1.0,CORPORATION,IF,1.0,12000.0,5
147,BHK3,Shanti Nagar,ANYONE,0,0,0,0,SEMI_FURNISHED,NONE,1000,7.0,1.0,N,3.0,1.0,2.0,CORP_BORE,IF,1.0,20000.0,3
148,BHK3,"Yelachenahallli,Kumaraswamy Layout",ANYONE,0,0,0,0,SEMI_FURNISHED,BOTH,1800,10.0,3.0,E,3.0,7.0,8.0,CORP_BORE,AP,3.0,35000.0,10
149,BHK3,Marathahalli,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1500,4.0,3.0,E,3.0,2.0,5.0,BOREWELL,AP,3.0,36000.0,3
150,BHK2,Whitefield,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1000,2.0,2.0,N,2.0,1.0,2.0,CORP_BORE,AP,2.0,15000.0,2
151,BHK2,Malleshpalya,ANYONE,0,1,0,0,SEMI_FURNISHED,BOTH,975,3.0,2.0,E,2.0,1.0,3.0,CORPORATION,IF,2.0,16000.0,7
152,BHK2,BTM 2nd Stage,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,600,0.0,2.0,N,2.0,1.0,2.0,CORP_BORE,IF,0.0,10000.0,1
153,BHK2,Marathahalli,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1325,7.0,2.0,W,2.0,5.0,6.0,CORP_BORE,AP,4.0,24000.0,6
154,BHK1,BTM Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,700,2.0,1.0,E,1.0,0.0,1.0,CORP_BORE,IF,0.0,10500.0,3
155,BHK2,Kumaraswamy Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,5.0,1.0,N,2.0,1.0,2.0,CORP_BORE,IF,1.0,11000.0,6
156,BHK3,Whitefield,FAMILY,1,1,1,1,SEMI_FURNISHED,FOUR_WHEELER,1400,1.0,3.0,W,5.0,2.0,4.0,BOREWELL,AP,1.0,28000.0,9
157,BHK2,Whitefield,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1285,4.0,2.0,N,2.0,2.0,3.0,BOREWELL,AP,2.0,20000.0,15
158,BHK2,Mahadevapura,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1000,8.0,2.0,E,2.0,0.0,1.0,CORPORATION,IF,1.0,15000.0,1
159,BHK3,"Jagadish Nagar,Kaggadasapura",FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1500,10.0,3.0,W,3.0,0.0,2.0,CORP_BORE,AP,3.0,27000.0,2
160,BHK2,Whitefield,FAMILY,1,1,0,1,SEMI_FURNISHED,BOTH,1145,0.0,2.0,N,2.0,0.0,4.0,BOREWELL,AP,2.0,21000.0,10
161,BHK3,Banashankari,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,1350,9.0,3.0,N,3.0,2.0,4.0,CORP_BORE,IF,0.0,18000.0,3
162,BHK2,Koramangala 5th Block,ANYONE,0,0,0,1,NOT_FURNISHED,BOTH,1100,1.0,2.0,E,0.0,4.0,4.0,CORPORATION,IF,1.0,30000.0,4
163,BHK2,HSR Layout 6th Sector,ANYONE,1,1,0,1,FULLY_FURNISHED,BOTH,1100,1.0,2.0,W,4.0,0.0,4.0,CORPORATION,AP,0.0,29000.0,5
164,BHK3,Mullur,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,2100,3.0,3.0,N,3.0,1.0,10.0,BOREWELL,AP,5.0,22000.0,13
165,BHK2,Thirumalashettyhally,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1075,1.0,2.0,E,2.0,1.0,5.0,CORP_BORE,AP,1.0,17000.0,2
166,BHK1,Doddanekkundi,ANYONE,0,0,0,1,SEMI_FURNISHED,NONE,350,5.0,1.0,N,1.0,1.0,1.0,CORPORATION,IF,1.0,9000.0,3
167,BHK2,Thubarahalli,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,885,7.0,2.0,E,5.0,2.0,3.0,CORP_BORE,AP,1.0,19500.0,8
168,BHK2,Kadugodi,FAMILY,1,1,1,1,FULLY_FURNISHED,BOTH,1450,3.0,2.0,E,2.0,4.0,4.0,BOREWELL,AP,2.0,27000.0,14
169,BHK2,J.P. Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,800,5.0,1.0,N,1.0,0.0,0.0,CORP_BORE,IH,0.0,12000.0,4
170,BHK2,Banashankari,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,880,15.0,2.0,S,2.0,1.0,8.0,CORP_BORE,AP,0.0,13500.0,13
171,BHK2,Bapuji Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,20.0,2.0,N,2.0,1.0,2.0,CORP_BORE,IF,0.0,12000.0,3
172,BHK2,"Whitefield Main Road, Maheswari Nagar, Bengaluru, Karnataka, India",ANYONE,1,1,0,0,SEMI_FURNISHED,BOTH,1100,1.0,2.0,E,2.0,3.0,4.0,BOREWELL,AP,1.0,17000.0,8
173,BHK2,JP Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1100,15.0,2.0,W,3.0,1.0,2.0,CORPORATION,IF,1.0,17500.0,3
174,BHK3,Dooravani Nagar,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1586,2.0,3.0,E,3.0,7.0,10.0,CORP_BORE,AP,1.0,32000.0,15
175,BHK3,Hongasandra,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1620,3.0,3.0,S,3.0,7.0,24.0,CORP_BORE,AP,2.0,35000.0,17
176,BHK2,Jeevan Bima Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1300,4.0,2.0,W,2.0,0.0,2.0,CORP_BORE,IF,2.0,17000.0,4
177,BHK1,Kasavanahalli,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,650,5.0,1.0,N,1.0,0.0,3.0,BOREWELL,IF,0.0,11000.0,1
178,BHK2,Munnekollal,FAMILY,1,1,1,1,SEMI_FURNISHED,FOUR_WHEELER,1350,10.0,2.0,E,3.0,2.0,3.0,CORPORATION,AP,3.0,21000.0,10
179,BHK3,BTM Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1900,6.0,3.0,E,4.0,1.0,1.0,CORPORATION,IF,2.0,40000.0,1
180,BHK2,BTM 2nd Stage,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,800,20.0,2.0,W,2.0,0.0,2.0,CORP_BORE,IF,0.0,16000.0,1
181,BHK3,Whitefield Hope Farm Junction,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1470,1.0,2.0,E,3.0,3.0,12.0,CORP_BORE,AP,3.0,26000.0,13
182,BHK2,Bommanahalli,ANYONE,0,0,0,0,NOT_FURNISHED,TWO_WHEELER,800,0.0,2.0,E,0.0,0.0,2.0,CORP_BORE,IF,0.0,10000.0,1
183,BHK2,Banashankari,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,1000,20.0,2.0,W,4.0,1.0,2.0,CORP_BORE,AP,1.0,14500.0,4
184,BHK2,RR Nagar,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,800,10.0,1.0,E,2.0,0.0,1.0,CORPORATION,IF,0.0,10000.0,3
185,BHK1,Cox Town,FAMILY,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,500,1.0,1.0,NE,0.0,1.0,3.0,CORP_BORE,IF,1.0,11000.0,4
186,BHK2,JP Nagar,ANYONE,0,1,0,1,SEMI_FURNISHED,TWO_WHEELER,1000,10.0,2.0,S,0.0,3.0,4.0,CORPORATION,AP,2.0,14000.0,4
187,BHK2,"Marathahalli, Bengaluru, Karnataka, India",ANYONE,1,1,0,1,FULLY_FURNISHED,TWO_WHEELER,2322,0.0,2.0,S,2.0,2.0,3.0,CORPORATION,AP,2.0,25000.0,6
188,BHK2,Bellandur,ANYONE,0,1,0,1,SEMI_FURNISHED,FOUR_WHEELER,1175,10.0,2.0,E,2.0,4.0,5.0,BOREWELL,AP,2.0,27000.0,4
189,BHK2,BTM 2nd Stage,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1200,5.0,2.0,E,0.0,1.0,4.0,CORP_BORE,AP,2.0,20000.0,5
190,BHK3,Brookefield,FAMILY,1,1,1,0,SEMI_FURNISHED,BOTH,1600,6.0,2.0,N,3.0,1.0,5.0,CORP_BORE,AP,2.0,24000.0,12
191,BHK2,RR Nagar,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1200,10.0,2.0,N,2.0,2.0,3.0,CORP_BORE,AP,4.0,14000.0,6
192,BHK2,Balagere,ANYONE,1,1,1,0,SEMI_FURNISHED,BOTH,1210,0.0,2.0,W,2.0,0.0,13.0,CORP_BORE,AP,2.0,23000.0,8
193,BHK1,Doddanekundi,ANYONE,0,0,0,0,SEMI_FURNISHED,BOTH,1200,0.0,1.0,N,1.0,1.0,3.0,CORP_BORE,IF,1.0,12500.0,4
194,BHK3,Murgesh Pallya,FAMILY,0,0,0,1,FULLY_FURNISHED,BOTH,2000,10.0,2.0,W,7.0,0.0,1.0,CORPORATION,IH,0.0,30000.0,0
195,BHK2,Whitefield,ANYONE,0,1,1,1,SEMI_FURNISHED,BOTH,1062,0.0,2.0,W,2.0,1.0,4.0,CORP_BORE,AP,1.0,20000.0,10
196,BHK2,JP Nagar,ANYONE,0,0,0,1,NOT_FURNISHED,NONE,500,5.0,1.0,W,0.0,1.0,2.0,CORPORATION,IF,1.0,10000.0,1
197,BHK1,Padmanabhanagar,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,900,6.0,2.0,SE,2.0,0.0,0.0,CORP_BORE,IH,0.0,8500.0,1
198,BHK2,"EPIP Zone,Brookefield",FAMILY,1,1,0,0,SEMI_FURNISHED,BOTH,1200,5.0,2.0,E,2.0,2.0,4.0,BOREWELL,AP,1.0,24000.0,6
199,BHK2,HSR Layout,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,950,10.0,2.0,E,2.0,0.0,3.0,CORP_BORE,IF,0.0,23000.0,3
200,BHK2,RR Nagar,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,600,4.0,1.0,N,2.0,0.0,1.0,CORPORATION,IH,0.0,9000.0,2
201,BHK2,Banashankari,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1000,12.0,2.0,E,3.0,1.0,1.0,CORP_BORE,IF,1.0,16000.0,4
202,BHK3,Rajarajeshwari Nagar,FAMILY,0,1,0,1,SEMI_FURNISHED,FOUR_WHEELER,2000,5.0,4.0,N,3.0,3.0,4.0,CORP_BORE,AP,3.0,19000.0,1
203,BHK1,Munnekollal,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,5.0,1.0,S,1.0,2.0,2.0,CORP_BORE,IF,0.0,10500.0,4
204,BHK2,Kumaraswamy Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,600,9.0,3.0,N,3.0,0.0,3.0,CORPORATION,IF,1.0,15000.0,1
205,BHK3,Chikkalasandra,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1242,5.0,2.0,E,0.0,2.0,4.0,CORPORATION,AP,1.0,14000.0,7
206,BHK3,Hoodi,ANYONE,1,1,0,1,SEMI_FURNISHED,BOTH,1699,10.0,3.0,E,5.0,1.0,4.0,CORP_BORE,AP,4.0,24000.0,13
207,BHK2,Thyagaraja Nagar,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,600,6.0,1.0,E,1.0,2.0,2.0,CORPORATION,IF,0.0,10000.0,1
208,BHK2,Thirumalashettyhally,ANYONE,1,1,1,0,SEMI_FURNISHED,BOTH,1000,0.0,2.0,W,2.0,3.0,3.0,BOREWELL,AP,2.0,16000.0,12
209,BHK3,BTM Layout,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1300,15.0,2.0,W,4.0,1.0,4.0,CORP_BORE,AP,1.0,25000.0,7
210,BHK2,Viveka Nagar,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,800,15.0,1.0,E,2.0,0.0,2.0,CORPORATION,IF,0.0,10000.0,3
211,BHK2,Chikkalasandra,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,700,1.0,2.0,N,1.0,1.0,3.0,CORP_BORE,IF,0.0,10000.0,2
212,BHK3,RR Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1494,14.0,2.0,E,2.0,1.0,1.0,CORPORATION,IH,0.0,27000.0,0
213,BHK3,Banashankari,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1200,0.0,2.0,N,3.0,3.0,5.0,CORP_BORE,IF,1.0,25000.0,7
214,BHK2,Padmanabhanagar,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,675,4.0,1.0,S,2.0,1.0,2.0,CORP_BORE,IF,0.0,12500.0,1
215,BHK2,Kodihalli,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,600,4.0,1.0,E,2.0,1.0,2.0,CORP_BORE,IF,0.0,15000.0,3
216,BHK1,HSR Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,400,0.0,1.0,N,1.0,3.0,3.0,CORP_BORE,IH,0.0,10000.0,4
217,BHK1,Cauvery Colony,ANYONE,0,0,0,1,SEMI_FURNISHED,NONE,450,5.0,1.0,N,1.0,2.0,3.0,CORPORATION,IH,1.0,16500.0,0
218,BHK2,Banashankari,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1200,5.0,1.0,E,2.0,1.0,1.0,BOREWELL,IF,0.0,14000.0,3
219,BHK2,HSR Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,700,0.0,2.0,E,2.0,2.0,3.0,CORPORATION,IF,1.0,15000.0,5
220,BHK2,"Pattandur Agrahara,Whitefield",FAMILY,1,1,1,0,SEMI_FURNISHED,BOTH,1200,0.0,2.0,N,0.0,4.0,4.0,BOREWELL,AP,1.0,20000.0,15
221,BHK2,"Immadihalli,Whitefield",FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1300,1.0,2.0,W,3.0,3.0,4.0,BOREWELL,AP,3.0,20000.0,15
222,BHK2,BTM Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,900,5.0,2.0,E,2.0,0.0,1.0,CORPORATION,IH,0.0,15000.0,1
223,BHK2,RR Nagar,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1300,1.0,2.0,E,2.0,3.0,3.0,CORP_BORE,AP,2.0,16000.0,15
224,BHK1,JP Nagar,BACHELOR,0,0,0,0,NOT_FURNISHED,BOTH,600,25.0,1.0,N,0.0,1.0,1.0,CORPORATION,IF,0.0,9000.0,1
225,BHK2,Nallurahalli,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1205,2.0,2.0,E,2.0,0.0,3.0,BOREWELL,AP,1.0,18300.0,9
226,BHK2,Uttarahalli,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,865,7.0,2.0,N,2.0,2.0,3.0,CORPORATION,AP,1.0,10000.0,6
227,BHK2,Halanayakanahalli,FAMILY,1,1,0,1,SEMI_FURNISHED,BOTH,1100,2.0,2.0,W,0.0,3.0,4.0,BOREWELL,AP,1.0,19500.0,10
228,BHK2,Vijaya Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,800,10.0,1.0,N,1.0,0.0,3.0,CORPORATION,AP,0.0,13000.0,1
229,BHK2,Chinnapanna Halli,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1100,0.0,2.0,NE,2.0,1.0,2.0,CORPORATION,IF,1.0,18500.0,2
230,BHK2,BTM Layout 1,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1100,9.0,2.0,N,3.0,0.0,2.0,CORPORATION,IF,0.0,19500.0,1
231,BHK2,Cholourpalya,ANYONE,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,500,10.0,1.0,E,0.0,0.0,2.0,CORPORATION,IF,0.0,9500.0,0
232,BHK2,BTM Layout 1,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,600,0.0,2.0,S,2.0,3.0,3.0,CORP_BORE,IF,0.0,14000.0,1
233,BHK2,Brookefield,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1000,1.0,2.0,S,2.0,2.0,3.0,CORP_BORE,AP,1.0,20000.0,3
234,BHK2,HSR Layout,ANYONE,0,0,0,0,SEMI_FURNISHED,BOTH,950,4.0,2.0,E,2.0,1.0,3.0,CORP_BORE,IF,1.0,23000.0,3
235,BHK2,JP Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,750,3.0,1.0,N,0.0,1.0,2.0,CORPORATION,IF,1.0,11000.0,0
236,BHK2,JP Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1000,5.0,2.0,S,2.0,2.0,2.0,CORPORATION,AP,0.0,15000.0,2
237,BHK1,Indiranagar,FAMILY,0,0,0,0,NOT_FURNISHED,TWO_WHEELER,300,10.0,1.0,S,0.0,1.0,2.0,CORP_BORE,IF,0.0,10000.0,0
238,BHK2,Vijayanagar,ANYONE,0,1,0,0,SEMI_FURNISHED,FOUR_WHEELER,950,0.0,2.0,N,2.0,2.0,4.0,CORP_BORE,IF,1.0,18000.0,5
239,BHK2,JP Nagar 4th Phase,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1400,0.0,2.0,N,2.0,2.0,3.0,CORP_BORE,IF,1.0,30000.0,2
240,BHK2,Marathahalli,ANYONE,0,1,0,1,NOT_FURNISHED,TWO_WHEELER,800,3.0,2.0,N,0.0,5.0,6.0,CORP_BORE,AP,0.0,18500.0,5
241,RK1,Koramangala 1st Block,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,200,6.0,1.0,N,1.0,2.0,2.0,CORPORATION,IF,1.0,10000.0,3
242,BHK3,Suddagunte Palya,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1550,5.0,2.0,NW,7.0,2.0,4.0,CORP_BORE,AP,2.0,32000.0,3
243,BHK2,Doddakannelli,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,1000,4.0,2.0,E,2.0,0.0,2.0,BOREWELL,IF,0.0,16500.0,1
244,BHK2,Nagarbhavi,FAMILY,0,0,0,1,SEMI_FURNISHED,NONE,1200,0.0,2.0,E,2.0,1.0,3.0,CORP_BORE,IF,2.0,20000.0,6
245,BHK2,Basaveshwara Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1800,1.0,2.0,N,2.0,0.0,0.0,CORP_BORE,IH,0.0,17000.0,4
246,BHK3,Arehalli,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1250,1.0,3.0,E,3.0,2.0,4.0,CORP_BORE,AP,1.0,19000.0,8
247,BHK3,Brookefield,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1700,8.0,2.0,E,6.0,2.0,4.0,BOREWELL,AP,3.0,23000.0,6
248,BHK3,Banashankari,ANYONE,0,0,0,0,SEMI_FURNISHED,NONE,1000,0.0,2.0,E,3.0,1.0,3.0,CORP_BORE,IF,1.0,16000.0,1
249,BHK1,BTM Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,450,8.0,1.0,N,1.0,2.0,3.0,CORP_BORE,IF,1.0,12000.0,3
250,BHK2,Ejipura,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,850,3.0,2.0,N,2.0,0.0,4.0,CORP_BORE,IF,0.0,15000.0,7
251,BHK2,"Brookefield, Bengaluru, Karnataka, India",ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1200,5.0,2.0,N,0.0,3.0,5.0,CORP_BORE,AP,2.0,19500.0,5
252,BHK2,"Teachers Colony, HSR Layout 5th Sector, Bengaluru, Karnataka, India",FAMILY,0,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,1200,10.0,2.0,S,3.0,0.0,1.0,CORP_BORE,IF,0.0,18000.0,1
253,BHK3,Jayanagar,FAMILY,0,0,0,0,SEMI_FURNISHED,FOUR_WHEELER,1200,4.0,3.0,N,2.0,1.0,3.0,BOREWELL,IF,1.0,27000.0,2
254,BHK2,Banashankari 3rd Stage,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1200,5.0,2.0,N,2.0,0.0,1.0,CORP_BORE,IH,0.0,8000.0,1
255,BHK2,Nagarbhavi,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1300,0.0,2.0,E,2.0,1.0,2.0,BOREWELL,IF,3.0,18000.0,5
256,BHK2,Nagavarapalya,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,800,1.0,2.0,E,1.0,1.0,4.0,CORP_BORE,IF,1.0,17500.0,3
257,BHK2,C V Raman Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1250,8.0,2.0,E,3.0,0.0,1.0,CORP_BORE,IF,1.0,18500.0,0
258,BHK3,Varthur,FAMILY,1,1,1,0,FULLY_FURNISHED,BOTH,1500,1.0,2.0,N,3.0,2.0,3.0,BOREWELL,AP,3.0,19000.0,14
259,BHK2,HSR Layout,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,950,1.0,2.0,N,2.0,2.0,2.0,CORPORATION,IF,0.0,24000.0,4
260,BHK3,Bellandur,ANYONE,1,1,1,1,SEMI_FURNISHED,NONE,1680,5.0,3.0,W,3.0,7.0,11.0,CORPORATION,AP,2.0,40000.0,10
261,BHK2,Adugodi,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1200,10.0,2.0,NE,2.0,1.0,3.0,CORPORATION,IF,1.0,25000.0,6
262,BHK2,RR Nagar,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1000,0.0,2.0,E,2.0,0.0,2.0,CORP_BORE,IF,0.0,10000.0,1
263,BHK2,Jayanagar,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,20.0,1.0,E,3.0,0.0,2.0,CORP_BORE,IF,0.0,17000.0,1
264,BHK3,Varthur,FAMILY,0,1,1,1,SEMI_FURNISHED,BOTH,1380,1.0,3.0,N,3.0,1.0,4.0,BOREWELL,AP,2.0,20000.0,7
265,BHK2,Basaveshwara Nagar,ANYONE,0,0,0,1,FULLY_FURNISHED,BOTH,1360,2.0,2.0,N,0.0,3.0,3.0,CORPORATION,IF,2.0,22000.0,4
266,BHK2,Chikkalasandra,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1500,8.0,3.0,E,4.0,0.0,1.0,CORPORATION,IF,0.0,15000.0,0
267,BHK1,BTM Layout,BACHELOR,0,0,0,1,NOT_FURNISHED,BOTH,600,15.0,1.0,N,0.0,2.0,2.0,CORP_BORE,IF,1.0,11500.0,1
268,BHK3,Kasavanahalli,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1699,3.0,3.0,E,10.0,1.0,4.0,CORP_BORE,AP,3.0,21800.0,5
269,BHK1,"HAL 2nd Stage, Bengaluru, Karnataka, India",BACHELOR,0,0,0,0,FULLY_FURNISHED,TWO_WHEELER,200,0.0,1.0,W,1.0,2.0,2.0,CORP_BORE,IF,1.0,12000.0,2
270,BHK2,Mahadevapura,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1160,1.0,2.0,E,2.0,4.0,4.0,CORP_BORE,AP,2.0,18500.0,3
271,BHK2,Kaikondrahalli,ANYONE,1,1,1,0,SEMI_FURNISHED,BOTH,1255,0.0,2.0,N,1.0,10.0,14.0,CORP_BORE,AP,1.0,32000.0,15
272,BHK2,Basavanagudi,FAMILY,0,0,0,0,SEMI_FURNISHED,NONE,1800,5.0,3.0,E,2.0,0.0,2.0,CORPORATION,IH,2.0,22000.0,1
273,BHK1,Marathahalli,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,380,0.0,1.0,E,1.0,0.0,5.0,CORP_BORE,AP,1.0,13500.0,15
274,BHK2,Halasahalli,FAMILY,0,1,1,1,NOT_FURNISHED,BOTH,1210,0.0,2.0,N,0.0,8.0,11.0,BOREWELL,AP,2.0,12500.0,7
275,BHK2,Kadirenahalli,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,0.0,1.0,W,2.0,1.0,1.0,CORP_BORE,IF,0.0,11500.0,3
276,BHK3,"Belatur Colony,Brindavan Layout",FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,2000,1.0,3.0,E,3.0,14.0,14.0,CORP_BORE,AP,3.0,20000.0,15
277,BHK2,RR Nagar,FAMILY,1,1,0,0,SEMI_FURNISHED,BOTH,1250,5.0,2.0,W,2.0,1.0,5.0,CORPORATION,AP,2.0,16000.0,10
278,BHK3,"Maithri Layout,Kadugodi",FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1400,0.0,2.0,E,3.0,5.0,14.0,CORP_BORE,AP,3.0,28000.0,13
279,BHK2,JP Nagar,FAMILY,0,0,0,1,FULLY_FURNISHED,FOUR_WHEELER,1200,8.0,2.0,W,2.0,2.0,2.0,CORPORATION,IH,2.0,20000.0,5
280,BHK1,Banashankari,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,1.0,1.0,N,2.0,3.0,3.0,CORP_BORE,IF,1.0,10000.0,2
281,BHK3,Hoodi,ANYONE,0,1,0,1,SEMI_FURNISHED,FOUR_WHEELER,1800,5.0,3.0,E,3.0,1.0,5.0,BOREWELL,AP,3.0,25000.0,6
282,BHK2,Bellandur,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,700,1.0,1.0,E,2.0,1.0,4.0,BOREWELL,IF,1.0,15000.0,4
283,BHK2,Whitefield,FAMILY,1,1,1,1,FULLY_FURNISHED,BOTH,1250,1.0,2.0,N,2.0,4.0,4.0,BOREWELL,AP,2.0,25000.0,19
284,BHK2,"Varthur Lake, Varthur, Bengaluru, Karnataka, India",ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1007,0.0,2.0,E,4.0,10.0,14.0,CORP_BORE,AP,1.0,22000.0,11
285,BHK2,Whitefield,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,950,5.0,2.0,N,1.0,2.0,2.0,CORP_BORE,IF,1.0,17000.0,2
286,BHK1,Basavanagudi,ANYONE,0,0,0,1,SEMI_FURNISHED,NONE,450,15.0,1.0,N,0.0,1.0,3.0,CORPORATION,IH,1.0,10000.0,2
287,BHK1,Varthur,FAMILY,0,0,0,0,SEMI_FURNISHED,FOUR_WHEELER,700,7.0,1.0,E,2.0,0.0,0.0,CORP_BORE,IH,0.0,10000.0,4
288,BHK2,BTM 2nd Stage,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1200,7.0,2.0,E,2.0,3.0,3.0,CORP_BORE,IF,0.0,19000.0,5
289,BHK2,"Maithri Layout,Kadugodi",FAMILY,1,1,0,1,SEMI_FURNISHED,BOTH,1100,5.0,2.0,E,2.0,1.0,4.0,BOREWELL,AP,1.0,18000.0,4
290,BHK2,"Nallurahalli Road, Nallurhalli, Whitefield, Bengaluru, Karnataka, India",FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1300,1.0,2.0,E,2.0,2.0,3.0,BOREWELL,AP,2.0,21000.0,13
