type,latitude,longitude,lease_type,gym,lift,swimming_pool,furnishing,parking,property_size,bathroom,facing,cup_board,floor,total_floor,water_supply,balconies,true_count,predicted_rent
2.0,12.96359021,77.53611668,FAMILY,0,0,0,1.0,BOTH,1100,2,E,2,2,2,CORPORATION,0,1,18016.666666666668
2.0,12.97235826,77.6539269,ANYONE,0,0,0,1.0,TWO_WHEELER,750,1,E,2,1,4,CORP_BORE,2,1,15159.166666666666
3.0,12.9220177,77.722116,FAMILY,1,1,1,1.0,BOTH,1700,2,E,2,4,6,CORP_BORE,1,16,23833.333333333332
1.0,12.96124218,77.51190131,ANYONE,0,0,0,1.0,TWO_WHEELER,500,1,N,5,4,4,CORP_BORE,1,1,9302.5
2.0,12.92931754,77.55170057,ANYONE,0,1,0,1.0,BOTH,950,2,E,3,3,3,CORPORATION,2,3,14800.0
3.0,12.98750782,77.57300316,FAMILY,0,1,1,2.0,BOTH,1250,3,N,3,1,3,CORP_BORE,2,11,31862.083333333332
3.0,12.9916863,77.66844251,FAMILY,0,1,0,1.0,BOTH,1500,2,E,6,1,5,CORPORATION,1,2,23047.5
1.0,12.98645425,77.62419273,ANYONE,0,0,0,0.0,TWO_WHEELER,400,1,E,0,0,2,CORP_BORE,0,1,9000.0
2.0,12.98666271,77.53401245,FAMILY,0,0,0,1.0,BOTH,700,2,N,0,1,2,CORPORATION,0,0,13510.416666666666
2.0,12.94752716,77.70260681,FAMILY,0,0,0,1.0,BOTH,1050,2,W,2,2,5,CORPORATION,0,6,19144.166666666668
1.0,12.99642343,77.76498955,ANYONE,0,0,0,1.0,TWO_WHEELER,440,1,N,1,3,3,CORP_BORE,1,1,8827.5
2.0,12.94190226,77.60219826,FAMILY,0,0,0,1.0,BOTH,1200,2,N,2,4,5,CORP_BORE,3,1,23004.166666666668
1.0,12.9075661,77.5731694,ANYONE,0,0,0,1.0,BOTH,700,1,E,1,2,3,CORPORATION,0,3,11011.666666666666
2.0,12.9264538,77.5404459,FAMILY,0,0,0,1.0,TWO_WHEELER,1200,1,E,2,0,2,CORP_BORE,0,1,13776.666666666666
0.0,12.91214111,77.65253196,BACHELOR,0,0,0,1.0,BOTH,150,1,N,1,0,4,CORPORATION,0,5,9125.833333333334
1.0,12.92861334,77.60600857,FAMILY,0,0,0,1.0,TWO_WHEELER,600,1,N,1,2,2,CORPORATION,1,4,11500.0
2.0,12.92751399,77.67231791,ANYONE,0,1,0,2.0,BOTH,1538,2,W,3,1,4,CORPORATION,4,8,27650.0
2.0,12.9220588,77.7231568,FAMILY,1,1,1,1.0,FOUR_WHEELER,1200,2,E,2,0,4,BOREWELL,1,10,17466.666666666668
3.0,12.92541156,77.67680425,ANYONE,0,0,0,1.0,BOTH,1435,2,E,3,1,4,BOREWELL,3,1,26137.5
2.0,12.93187451,77.56727201,ANYONE,0,0,0,1.0,TWO_WHEELER,1100,2,E,2,0,3,CORPORATION,2,3,19176.666666666668
3.0,12.93663325,77.51809345,FAMILY,0,0,0,1.0,BOTH,1200,3,W,1,2,3,CORP_BORE,1,0,18579.166666666668
2.0,12.94280154,77.60295599,ANYONE,0,0,0,0.0,TWO_WHEELER,600,2,E,0,0,2,CORPORATION,0,1,12170.0
2.0,12.94508105,77.54730318,ANYONE,0,0,0,0.0,NONE,700,2,N,2,1,1,CORPORATION,0,1,11308.333333333334
3.0,12.96800475,77.70527318,FAMILY,0,1,0,1.0,BOTH,2100,4,S,5,4,4,BOREWELL,5,7,32162.5
1.0,12.90928893,77.64277974,FAMILY,0,0,0,1.0,NONE,450,1,N,2,2,2,CORPORATION,1,3,13966.666666666666
3.0,12.9790566,77.7556945,ANYONE,1,1,1,1.0,BOTH,1200,2,E,3,1,4,CORP_BORE,1,14,19950.0
1.0,12.99156998,77.67848969,FAMILY,0,0,0,1.0,TWO_WHEELER,1050,1,N,1,3,3,CORP_BORE,0,3,13233.333333333334
2.0,12.9412161,77.54723946,FAMILY,0,0,0,1.0,TWO_WHEELER,750,2,W,2,1,2,CORP_BORE,0,1,13937.5
3.0,12.92303617,77.50510971,FAMILY,0,0,0,1.0,BOTH,1600,2,N,5,1,2,CORP_BORE,2,3,20916.666666666668
2.0,12.96886635,77.73844147,ANYONE,1,1,1,1.0,BOTH,1185,2,E,2,0,4,CORP_BORE,3,8,21378.333333333332
2.0,12.9296103,77.5515434,FAMILY,0,0,0,1.0,BOTH,750,2,W,2,2,2,CORP_BORE,1,1,13716.666666666666
2.0,12.9780916,77.7569906,FAMILY,1,1,1,1.0,BOTH,1145,2,W,2,11,12,BOREWELL,2,14,21687.5
2.0,12.92817255,77.63178663,ANYONE,0,0,0,1.0,BOTH,900,2,N,3,0,3,CORPORATION,0,4,23481.25
0.0,12.93457336,77.6197922,BACHELOR,0,0,0,0.0,NONE,200,1,S,1,2,2,CORPORATION,0,1,9219.166666666666
1.0,12.95546024,77.56731147,ANYONE,0,0,0,1.0,TWO_WHEELER,450,1,W,2,1,1,BOREWELL,2,3,10561.666666666666
3.0,12.9211758,77.56224009,FAMILY,0,0,0,1.0,TWO_WHEELER,1100,2,E,2,0,1,CORP_BORE,0,4,19279.166666666668
3.0,12.93575002,77.59133803,FAMILY,0,1,0,1.0,BOTH,1199,3,N,3,2,5,CORP_BORE,3,2,28545.833333333332
2.0,12.99509626,77.53497674,FAMILY,0,0,0,1.0,BOTH,1089,2,N,2,2,2,CORP_BORE,0,0,17237.5
2.0,12.9395565,77.72430584,ANYONE,1,1,1,2.0,BOTH,1250,2,W,2,2,5,BOREWELL,2,13,22200.7
1.0,12.92597007,77.60634676,ANYONE,0,0,0,1.0,TWO_WHEELER,900,1,W,1,4,4,CORPORATION,1,3,13279.166666666666
0.0,12.91235097,77.61356494,ANYONE,0,0,0,1.0,TWO_WHEELER,275,1,E,3,1,2,CORPORATION,1,3,9862.5
3.0,12.99660164,77.65810164,ANYONE,0,0,0,1.0,BOTH,1000,2,N,3,0,1,CORP_BORE,0,3,19615.833333333332
2.0,12.91311486,77.62130461,ANYONE,0,1,0,1.0,BOTH,950,2,N,2,2,4,CORP_BORE,1,4,19404.166666666668
2.0,12.96894612,77.75435328,FAMILY,0,0,0,1.0,TWO_WHEELER,700,2,N,0,2,2,CORP_BORE,1,2,12087.916666666666
2.0,12.95522964,77.53549368,FAMILY,0,1,0,1.0,BOTH,1200,2,N,2,3,5,CORP_BORE,1,3,18104.166666666668
3.0,12.98960493,77.68910417,ANYONE,0,0,0,2.0,BOTH,1601,3,E,3,0,0,CORP_BORE,1,2,30604.166666666668
2.0,12.9655833,77.7554167,FAMILY,1,1,0,1.0,BOTH,1080,2,E,4,3,5,CORPORATION,2,7,18466.666666666668
2.0,12.9248269,77.6151451,FAMILY,0,0,0,1.0,TWO_WHEELER,700,2,E,2,2,3,CORP_BORE,1,0,14480.833333333334
2.0,12.92679909,77.67319703,ANYONE,0,0,0,1.0,TWO_WHEELER,800,1,W,2,0,4,BOREWELL,0,1,13858.333333333334
2.0,12.96435755,77.71354008,FAMILY,0,0,0,1.0,TWO_WHEELER,650,1,E,2,0,2,CORPORATION,0,4,14606.666666666666
2.0,12.96899255,77.66990969,FAMILY,0,0,0,1.0,TWO_WHEELER,900,2,E,2,2,2,CORP_BORE,2,4,14804.166666666666
2.0,12.9013972,77.6092535,ANYONE,1,1,0,2.0,BOTH,1112,2,W,4,3,4,CORPORATION,2,11,21958.333333333332
3.0,12.98279552,77.62482376,ANYONE,0,0,0,1.0,FOUR_WHEELER,1500,3,N,6,1,2,CORPORATION,1,1,28841.666666666668
3.0,12.94314596,77.75126972,ANYONE,1,1,0,1.0,BOTH,1400,3,N,3,1,4,CORP_BORE,2,11,24862.5
2.0,12.99262554,77.56348985,ANYONE,0,0,0,1.0,TWO_WHEELER,600,2,NW,2,1,3,CORP_BORE,0,1,11420.833333333334
1.0,12.98609467,77.6447785,ANYONE,0,0,0,1.0,NONE,625,1,E,0,1,2,CORPORATION,1,4,12137.5
2.0,12.95337677,77.71582794,ANYONE,0,1,0,1.0,BOTH,1050,2,N,2,0,4,BOREWELL,2,7,20482.083333333332
2.0,12.9717571,77.6551929,ANYONE,0,0,0,1.0,BOTH,1200,2,S,3,1,3,CORPORATION,2,3,24404.166666666668
1.0,12.92869675,77.58773867,ANYONE,0,0,0,1.0,TWO_WHEELER,750,2,W,2,1,1,CORP_BORE,0,3,13645.833333333334
2.0,12.92562298,77.66557117,ANYONE,1,1,1,1.0,BOTH,1500,2,N,4,6,12,CORP_BORE,2,16,31387.5
2.0,12.980244,77.612405,ANYONE,0,0,0,1.0,BOTH,650,1,E,2,0,2,CORPORATION,0,1,14310.0
2.0,12.91588863,77.64276267,FAMILY,0,0,0,1.0,TWO_WHEELER,2000,2,E,2,0,2,CORP_BORE,0,1,24854.166666666668
3.0,12.9272056,77.51093975,ANYONE,0,1,0,1.0,BOTH,2100,2,E,3,4,4,CORP_BORE,4,9,22850.0
2.0,12.99808168,77.620085,FAMILY,0,0,0,1.0,TWO_WHEELER,1100,2,E,2,1,5,CORP_BORE,1,4,20275.0
1.0,12.9526644,77.7167188,ANYONE,1,1,1,1.0,BOTH,514,1,E,1,2,4,CORP_BORE,1,18,17393.75
3.0,12.98865587,77.53438264,FAMILY,0,0,0,1.0,FOUR_WHEELER,1500,3,E,3,0,2,CORP_BORE,1,4,22429.166666666668
2.0,12.9636649,77.672045,FAMILY,0,0,0,0.0,TWO_WHEELER,1500,2,N,0,0,1,CORPORATION,0,4,19629.166666666668
2.0,12.96660089,77.53027063,FAMILY,0,0,0,1.0,TWO_WHEELER,800,1,E,2,0,2,CORP_BORE,0,2,13437.5
2.0,12.9977114,77.7590214,FAMILY,0,0,0,1.0,TWO_WHEELER,790,2,N,1,0,0,CORP_BORE,0,0,13252.5
2.0,12.94911022,77.68946984,FAMILY,0,1,0,1.0,BOTH,910,2,E,2,3,5,BOREWELL,2,6,19081.25
2.0,12.96979141,77.66598338,ANYONE,0,0,0,0.0,NONE,1200,2,E,0,2,2,CORPORATION,1,1,15412.5
3.0,12.9697999,77.7499467,ANYONE,1,1,0,1.0,BOTH,1675,2,N,5,7,8,CORP_BORE,3,13,27404.166666666668
2.0,12.95688466,77.66074483,ANYONE,0,0,0,1.0,FOUR_WHEELER,1500,1,E,3,2,2,CORPORATION,0,2,16704.166666666668
1.0,12.95051073,77.70926501,FAMILY,0,0,0,1.0,BOTH,575,1,E,1,2,3,CORP_BORE,0,4,11608.333333333334
3.0,12.9933321,77.6991856,ANYONE,1,1,1,1.0,BOTH,1526,2,E,3,14,14,BOREWELL,2,15,34408.333333333336
2.0,12.93839236,77.72027062,ANYONE,1,1,1,1.0,BOTH,1205,2,E,2,6,14,CORPORATION,1,10,24579.166666666668
3.0,12.98578251,77.64497513,ANYONE,0,0,0,1.0,NONE,1400,3,E,3,1,3,CORP_BORE,1,0,30758.333333333332
1.0,12.94168991,77.60916271,FAMILY,0,0,0,1.0,TWO_WHEELER,750,2,N,1,0,3,CORPORATION,0,0,13587.5
2.0,12.97700411,77.5197376,FAMILY,0,0,0,1.0,TWO_WHEELER,850,2,E,2,0,2,CORP_BORE,0,3,12345.833333333334
1.0,12.9178091,77.6660118,ANYONE,0,0,1,0.0,BOTH,677,1,E,0,1,3,BOREWELL,1,11,14229.166666666666
2.0,12.96789371,77.5291932,FAMILY,0,0,0,0.0,BOTH,600,2,N,0,0,0,CORP_BORE,0,1,11959.583333333334
2.0,12.96740455,77.53574891,FAMILY,0,0,0,1.0,BOTH,1350,2,N,4,0,3,CORP_BORE,1,3,17279.166666666668
1.0,12.9371762,80.1112313,ANYONE,0,0,0,1.0,BOTH,1200,2,N,3,2,2,CORP_BORE,2,2,12542.5
3.0,12.95351449,77.70656542,ANYONE,0,1,0,1.0,BOTH,1500,3,SE,3,3,4,CORP_BORE,3,7,26491.666666666668
2.0,12.92766246,77.63707436,FAMILY,0,0,0,1.0,TWO_WHEELER,1200,2,N,2,0,1,CORP_BORE,0,3,21912.5
3.0,12.9277307,77.6725594,FAMILY,0,1,0,1.0,BOTH,1350,2,E,5,1,4,BOREWELL,1,3,26362.5
2.0,12.98126269,77.7566906,FAMILY,0,0,0,1.0,BOTH,1100,2,E,2,1,2,CORP_BORE,1,5,16947.5
3.0,12.93539768,77.53548624,FAMILY,0,0,0,1.0,TWO_WHEELER,1500,3,E,3,1,2,CORP_BORE,0,2,19375.0
3.0,12.90562355,77.68154996,FAMILY,1,0,1,1.0,BOTH,2000,3,E,3,1,2,BOREWELL,0,11,34795.833333333336
2.0,12.97469921,77.75827934,FAMILY,1,1,1,1.0,BOTH,1195,2,E,2,4,5,CORP_BORE,3,10,18379.166666666668
2.0,12.94955364,77.70378349,FAMILY,0,0,0,1.0,BOTH,1050,2,E,2,2,5,CORPORATION,1,5,19658.333333333332
2.0,12.910491,77.5857168,ANYONE,0,0,0,0.0,BOTH,900,2,S,0,2,7,CORP_BORE,2,2,19117.916666666668
2.0,12.9781445,77.5363365,BACHELOR,0,0,0,0.0,TWO_WHEELER,1100,2,E,0,1,2,CORP_BORE,1,2,15329.166666666666
2.0,12.90253,77.58414,FAMILY,0,1,0,1.0,BOTH,950,2,S,2,3,4,CORP_BORE,1,10,15742.5
1.0,12.99378821,77.67321644,FAMILY,0,0,0,1.0,TWO_WHEELER,550,1,E,1,2,3,CORP_BORE,1,1,10065.833333333334
3.0,12.9141041,77.7164282,ANYONE,1,1,1,1.0,BOTH,2100,3,N,3,1,10,BOREWELL,5,15,27475.0
2.0,12.98464319,77.55595869,FAMILY,0,0,0,1.0,TWO_WHEELER,1100,2,W,2,0,2,CORPORATION,0,1,17733.333333333332
2.0,12.92659023,77.55080987,ANYONE,0,1,0,1.0,TWO_WHEELER,1000,2,N,2,1,4,CORP_BORE,0,4,14708.333333333334
1.0,12.90697851,77.60815449,ANYONE,0,0,0,1.0,TWO_WHEELER,450,1,W,1,3,4,CORPORATION,0,0,10755.833333333334
1.0,12.91220403,77.65239042,ANYONE,0,0,0,0.0,TWO_WHEELER,600,1,E,0,0,1,CORPORATION,0,3,13444.166666666666
2.0,12.90494443,77.63055631,FAMILY,0,0,0,1.0,TWO_WHEELER,650,1,E,2,1,1,CORPORATION,1,1,12420.0
2.0,12.94370449,77.61012765,FAMILY,0,0,0,1.0,TWO_WHEELER,900,2,N,2,1,2,CORPORATION,1,1,17095.833333333332
3.0,12.92552668,77.66523548,ANYONE,1,1,1,1.0,BOTH,1700,2,E,9,10,10,BOREWELL,2,17,34191.666666666664
2.0,12.9631918,77.7553148,FAMILY,1,1,1,1.0,BOTH,1190,2,N,2,2,4,CORP_BORE,2,10,18312.5
2.0,12.9750722,77.7576357,FAMILY,1,1,1,1.0,BOTH,1130,2,N,2,1,4,CORP_BORE,4,9,18562.5
2.0,12.90471688,77.61920454,ANYONE,1,1,1,1.0,BOTH,1350,2,E,2,1,4,CORPORATION,3,11,20426.666666666668
2.0,12.9496386,77.7093136,FAMILY,1,1,0,1.0,BOTH,1149,2,W,2,1,4,CORP_BORE,2,9,22116.666666666668
3.0,12.9826432,77.7551868,FAMILY,1,1,1,1.0,FOUR_WHEELER,2395,4,E,3,15,15,CORP_BORE,2,15,35504.166666666664
2.0,12.90814688,77.6133875,FAMILY,0,0,0,1.0,TWO_WHEELER,1100,2,N,2,2,2,CORP_BORE,2,4,17608.333333333332
2.0,12.96259413,77.54157595,ANYONE,0,0,0,1.0,TWO_WHEELER,600,1,N,1,1,2,CORP_BORE,0,3,11675.0
3.0,12.9267883,77.5606975,FAMILY,0,0,0,1.0,BOTH,2300,3,E,5,0,4,CORP_BORE,4,8,33787.5
2.0,12.94318829,77.74754942,ANYONE,0,1,0,1.0,BOTH,800,2,NE,2,0,4,CORP_BORE,1,9,17347.916666666668
3.0,12.92168946,77.59668768,ANYONE,0,0,0,1.0,BOTH,1700,2,S,3,1,2,CORPORATION,0,7,29700.0
1.0,12.90758201,77.63292216,ANYONE,0,0,0,1.0,TWO_WHEELER,700,1,E,1,2,3,CORP_BORE,1,2,11748.333333333334
1.0,12.9990879,77.6795619,ANYONE,0,0,0,1.0,TWO_WHEELER,500,1,E,2,2,2,CORPORATION,1,2,10700.0
2.0,12.9811724,77.6422644,FAMILY,0,0,0,1.0,TWO_WHEELER,1100,2,E,2,1,3,BOREWELL,2,6,24175.0
2.0,12.97146611,77.68262501,ANYONE,0,0,0,2.0,TWO_WHEELER,1320,2,N,2,1,3,CORP_BORE,1,5,25587.5
2.0,12.92660068,77.55112101,ANYONE,0,0,0,1.0,TWO_WHEELER,800,2,N,2,3,3,CORP_BORE,0,3,12291.666666666666
2.0,12.9344709,77.634471,ANYONE,1,1,1,1.0,FOUR_WHEELER,1190,2,E,2,7,7,CORPORATION,2,15,34377.083333333336
3.0,12.97003179,77.54561236,FAMILY,0,0,0,1.0,BOTH,1200,3,W,3,2,3,CORP_BORE,2,4,21945.833333333332
2.0,12.96319907,77.50605975,FAMILY,0,0,0,1.0,TWO_WHEELER,850,1,N,2,1,1,CORPORATION,0,3,11740.833333333334
2.0,12.93890166,77.74439625,FAMILY,1,1,0,1.0,TWO_WHEELER,1100,2,E,0,2,5,CORP_BORE,2,5,16841.666666666668
2.0,12.90869846,77.61204402,FAMILY,0,0,0,1.0,TWO_WHEELER,600,2,N,2,2,4,CORP_BORE,1,4,14895.833333333334
3.0,12.97287639,77.64130433,ANYONE,0,1,0,1.0,BOTH,2000,3,E,3,0,4,CORP_BORE,1,3,37562.5
2.0,12.91742524,77.60555081,ANYONE,0,0,0,1.0,TWO_WHEELER,800,2,W,2,1,2,CORP_BORE,0,5,16758.333333333332
2.0,12.92214511,77.57112047,ANYONE,0,0,0,0.0,TWO_WHEELER,900,1,N,0,0,3,CORP_BORE,0,1,14960.0
2.0,12.9427652,77.74370057,FAMILY,0,0,0,1.0,BOTH,1200,2,N,3,2,3,BOREWELL,2,6,16395.833333333332
2.0,12.9958086,77.7019577,ANYONE,1,1,1,1.0,FOUR_WHEELER,1400,2,N,2,0,14,CORP_BORE,2,13,30165.833333333332
1.0,12.91202317,77.63221503,ANYONE,0,0,0,1.0,TWO_WHEELER,550,1,N,1,2,3,CORP_BORE,1,4,13620.0
2.0,12.91894305,77.55354451,FAMILY,0,0,0,1.0,TWO_WHEELER,670,2,N,2,0,1,CORPORATION,0,1,11193.75
3.0,12.9041209,77.6786656,ANYONE,1,0,0,1.0,FOUR_WHEELER,2400,2,S,4,0,1,BOREWELL,1,6,31587.5
3.0,12.93076441,77.58674206,FAMILY,0,0,0,1.0,TWO_WHEELER,1400,2,N,3,0,1,CORPORATION,0,4,24533.333333333332
2.0,12.9749149,77.6529189,FAMILY,0,1,0,1.0,FOUR_WHEELER,1250,2,E,2,1,5,CORPORATION,3,4,24862.5
2.0,12.91461222,77.55006413,ANYONE,0,0,0,1.0,BOTH,1200,2,N,2,0,4,CORP_BORE,1,1,12541.666666666666
4.0,12.9689968,77.7208853,FAMILY,1,1,1,1.0,BOTH,2100,4,E,5,4,4,CORPORATION,3,12,32200.0
2.0,12.94379307,77.64955826,ANYONE,0,1,0,2.0,BOTH,1500,2,E,3,1,4,CORPORATION,1,5,27266.666666666668
1.0,12.98590643,77.64428516,ANYONE,0,0,0,1.0,TWO_WHEELER,500,1,SW,1,1,1,CORP_BORE,1,0,11771.666666666666
3.0,12.91643353,77.5923012,ANYONE,0,0,0,1.0,TWO_WHEELER,800,1,E,5,1,2,CORPORATION,1,0,17847.916666666668
3.0,12.97470241,77.66494903,FAMILY,0,1,0,1.0,BOTH,1280,3,N,6,1,4,CORP_BORE,1,6,23581.666666666668
2.0,12.99800358,77.64064179,FAMILY,0,0,0,1.0,BOTH,1200,2,W,2,0,2,CORP_BORE,0,3,23737.5
2.0,12.94136001,77.56484151,ANYONE,0,0,0,1.0,TWO_WHEELER,700,1,N,3,1,2,CORPORATION,1,1,12805.833333333334
2.0,12.92285335,77.63776475,FAMILY,0,1,0,1.0,TWO_WHEELER,960,2,S,2,1,5,CORP_BORE,0,2,23604.166666666668
0.0,12.90588862,77.64162103,ANYONE,0,0,0,1.0,TWO_WHEELER,400,1,N,1,4,4,CORP_BORE,1,4,10012.916666666666
1.0,12.96704695,77.67239738,ANYONE,0,0,0,1.0,BOTH,750,1,E,2,0,2,CORPORATION,0,2,12768.333333333334
2.0,12.94993789,77.70290317,FAMILY,0,0,0,1.0,TWO_WHEELER,800,2,W,2,0,3,CORPORATION,0,3,15434.15
2.0,12.95126797,77.59617177,FAMILY,0,0,0,1.0,NONE,1500,2,E,2,1,2,CORPORATION,1,2,21400.0
2.0,12.9754815,77.6338792,ANYONE,0,0,0,1.0,TWO_WHEELER,700,2,S,2,1,2,CORP_BORE,1,5,15629.166666666666
1.0,12.9173268,77.5855713,ANYONE,0,0,0,0.0,NONE,750,1,N,0,0,3,CORPORATION,0,1,12765.416666666666
1.0,12.90011249,77.58548846,FAMILY,0,0,0,1.0,TWO_WHEELER,600,1,E,1,3,3,CORP_BORE,1,2,9647.5
1.0,12.97510116,77.67355046,FAMILY,0,0,0,1.0,TWO_WHEELER,600,1,N,1,0,4,CORPORATION,0,2,10766.666666666666
2.0,12.9503186,77.5485074,FAMILY,0,0,0,1.0,TWO_WHEELER,700,2,N,2,0,3,CORP_BORE,0,1,12462.5
2.0,12.99938155,77.68280837,ANYONE,0,0,0,1.0,TWO_WHEELER,1200,2,E,2,0,1,CORPORATION,0,0,14975.0
2.0,12.93928948,77.54213686,FAMILY,0,0,0,1.0,TWO_WHEELER,1000,1,E,2,0,1,CORPORATION,0,1,13223.333333333334
2.0,12.97235519,77.65369039,ANYONE,0,0,0,1.0,TWO_WHEELER,600,2,E,2,1,3,CORP_BORE,0,1,14891.666666666666
2.0,12.91767227,77.55537321,ANYONE,0,0,0,1.0,TWO_WHEELER,1350,1,W,2,0,2,CORPORATION,1,2,15141.666666666666
1.0,12.97360382,77.52189162,ANYONE,0,0,0,1.0,TWO_WHEELER,500,1,E,2,3,3,CORP_BORE,1,0,10554.166666666666
2.0,12.9812211,77.6757686,ANYONE,1,1,1,1.0,BOTH,1100,2,E,2,1,4,CORP_BORE,3,11,19387.475
2.0,12.94061541,77.543857,FAMILY,0,0,0,1.0,TWO_WHEELER,900,2,N,2,1,2,CORPORATION,0,2,14379.166666666666
2.0,12.9515697,77.52811125,FAMILY,0,0,0,1.0,TWO_WHEELER,1100,2,E,2,1,1,CORP_BORE,1,1,14798.333333333334
1.0,12.97139824,77.64465978,ANYONE,0,0,0,1.0,FOUR_WHEELER,600,1,NE,2,1,1,CORPORATION,0,1,12810.0
2.0,12.95702571,77.54045618,FAMILY,0,0,0,1.0,NONE,800,2,N,2,1,1,CORP_BORE,0,3,14175.0
2.0,12.9980336,77.5405384,FAMILY,0,0,0,1.0,BOTH,1000,2,E,2,0,2,CORP_BORE,0,2,18670.833333333332
2.0,12.94982873,77.64410577,ANYONE,0,0,0,1.0,TWO_WHEELER,500,1,NE,1,2,2,BOREWELL,1,3,12935.0
3.0,12.96779713,77.65565735,FAMILY,0,1,0,1.0,BOTH,1700,3,E,3,3,3,CORP_BORE,22,4,32377.5
1.0,12.90080346,77.58595462,BACHELOR,0,0,0,1.0,TWO_WHEELER,400,1,N,1,1,4,CORP_BORE,0,3,9163.333333333334
2.0,12.90291656,77.58344812,FAMILY,0,1,0,1.0,BOTH,950,2,N,0,3,3,CORP_BORE,1,3,15740.833333333334
2.0,12.90458064,77.56913643,ANYONE,0,0,0,1.0,TWO_WHEELER,600,2,S,2,1,2,CORP_BORE,0,3,10500.0
0.0,12.95928495,77.70271615,ANYONE,0,0,0,0.0,TWO_WHEELER,600,1,NE,0,4,4,CORPORATION,1,4,11741.666666666666
1.0,12.9425787,77.7492138,FAMILY,0,0,0,1.0,BOTH,700,2,N,2,2,2,CORP_BORE,0,4,9317.5
2.0,12.9599448,77.5082833,FAMILY,0,0,0,1.0,NONE,1200,2,N,2,1,3,CORPORATION,2,0,14053.333333333334
3.0,12.95478173,77.53467052,ANYONE,0,0,0,1.0,TWO_WHEELER,1350,3,E,3,2,2,CORP_BORE,2,1,20229.166666666668
2.0,12.9979438,77.6289575,ANYONE,0,1,0,1.0,BOTH,1210,2,E,4,3,4,CORPORATION,1,5,26679.166666666668
3.0,12.96630552,77.75076788,FAMILY,0,1,0,1.0,BOTH,1720,3,N,6,2,4,CORP_BORE,3,6,25454.166666666668
2.0,12.94205037,77.74057476,FAMILY,0,0,0,1.0,TWO_WHEELER,750,2,NE,2,0,1,BOREWELL,0,3,12872.5
2.0,12.90297483,77.56188529,ANYONE,0,1,0,1.0,TWO_WHEELER,1000,2,E,4,0,4,CORP_BORE,2,5,15541.666666666666
2.0,12.9618206,77.72388458,FAMILY,1,1,1,1.0,BOTH,1120,2,E,3,1,4,BOREWELL,2,12,21354.166666666668
2.0,12.91548026,77.55648865,FAMILY,0,0,0,1.0,BOTH,1000,2,E,2,1,4,CORP_BORE,1,3,14039.166666666666
2.0,12.93435458,77.56586086,FAMILY,0,0,0,1.0,BOTH,1300,2,N,2,2,3,CORP_BORE,1,1,21337.5
2.0,12.99898078,77.72371419,ANYONE,0,0,0,0.0,BOTH,1200,2,E,0,0,0,CORPORATION,0,4,16775.0
2.0,12.9274761,77.7389568,ANYONE,0,1,0,1.0,BOTH,1100,2,E,2,1,4,BOREWELL,2,8,16220.833333333334
3.0,12.92087649,77.56739931,FAMILY,0,0,0,1.0,BOTH,1700,2,S,2,0,2,CORPORATION,1,5,25916.666666666668
2.0,12.95487755,77.51441006,ANYONE,0,0,0,1.0,BOTH,1200,2,S,2,0,2,CORP_BORE,0,6,15900.0
3.0,12.9629354,77.7122996,ANYONE,1,1,0,1.0,BOTH,1400,3,W,3,2,3,CORP_BORE,2,10,26365.833333333332
1.0,12.921572,77.613833,ANYONE,0,0,0,1.0,NONE,300,1,E,1,1,3,CORPORATION,0,3,10848.75
2.0,12.9067984,77.626936,FAMILY,0,1,0,2.0,BOTH,1000,2,E,2,3,4,CORP_BORE,1,5,21125.0
3.0,12.9887461,77.715987,FAMILY,0,1,0,1.0,BOTH,1800,3,E,3,2,3,BOREWELL,3,4,26654.166666666668
2.0,12.92034441,77.59722274,FAMILY,0,0,0,1.0,BOTH,900,1,N,2,0,2,CORP_BORE,0,3,18740.0
2.0,12.98196859,77.5530425,FAMILY,0,0,0,1.0,FOUR_WHEELER,1200,1,E,2,1,2,CORPORATION,1,3,15983.333333333334
2.0,12.906937,77.699942,FAMILY,1,1,1,1.0,FOUR_WHEELER,1297,2,E,2,5,13,CORP_BORE,1,15,27829.166666666668
1.0,12.90379637,77.59569392,FAMILY,0,0,0,2.0,BOTH,825,1,N,1,2,3,CORP_BORE,0,3,18912.5
1.0,12.91905252,77.63526674,ANYONE,0,0,0,1.0,TWO_WHEELER,500,1,N,1,2,3,CORP_BORE,0,3,11930.833333333334
2.0,12.96807667,77.52850283,FAMILY,0,0,0,1.0,BOTH,800,2,N,2,0,2,CORPORATION,0,3,14866.666666666666
1.0,12.97203847,77.75309567,FAMILY,0,0,0,1.0,TWO_WHEELER,400,1,N,1,2,2,CORP_BORE,0,2,9020.833333333334
1.0,12.94990747,77.71261945,ANYONE,0,1,0,1.0,TWO_WHEELER,400,1,E,1,4,4,CORP_BORE,0,3,11845.0
2.0,12.9680249,77.7306492,FAMILY,1,1,1,1.0,BOTH,1140,2,W,3,4,4,BOREWELL,1,16,21470.833333333332
2.0,12.95335861,77.70932228,FAMILY,0,0,0,1.0,BOTH,1400,2,S,2,2,2,CORPORATION,0,4,23133.333333333332
3.0,12.9020624,77.6640759,ANYONE,1,1,1,1.0,BOTH,1600,3,N,3,15,15,BOREWELL,2,15,37579.166666666664
